National Center for Education Statistics
"Revenues (in thousands) of public postsecondary institutions using GASB standards, by state and  source of funds: 2020"

Year,State,Total,Tuition and fees (net of allowances and discounts),Federal grants and contracts,State grants and contracts,Local grants and contracts,Sales and services of auxiliary enterprises,Sales and services of hospitals,Independent operations,Other operating revenues,Federal appropriations,State appropriations,Local appropriations,Federal nonoperating grants,State nonoperating grants,Local nonoperating grants,Gifts,Investment income,Other nonoperating revenues,Capital appropriations,Capital grants and gifts,Additions to permanent endowments,Other revenues and additions
2010,Montana,"$996,292","$252,111","$173,606","$18,364","$19,337","$79,349",$0,"$19,562","$64,285","$5,858","$174,784","$8,105","$64,263",$230,$285,"$26,463","$7,497","$28,330","$38,687","$14,426",$745,$5
2010,Nebraska,"$2,294,745","$332,446","$224,396","$31,898","$148,565","$253,030","$25,827",$0,"$139,822",$492,"$629,652","$122,263","$119,108","$3,115",$546,"$92,982","$18,711","$42,352","$17,680","$90,026",$341,"$1,492"
2010,Nevada,"$1,567,739","$302,887","$152,749","$34,175","$54,793","$92,384","$1,152",$29,"$57,249","$7,833","$388,082",$0,"$149,229","$2,606",$0,"$33,138","$56,763","$150,671","$61,484","$20,922","$1,592",$0
2010,New Hampshire,"$920,784","$310,005","$63,411","$10,758","$39,785","$191,784",$0,$0,"$28,938",$0,"$130,868",$0,"$42,622","$3,227",$0,"$5,841","$15,244","$-1,855","$39,216","$9,714","$24,896","$6,331"
2010,New Jersey,"$7,046,041","$1,787,174","$446,506","$313,669","$176,834","$507,277","$885,584",$0,"$219,431","$15,544","$1,549,295","$212,038","$452,962","$130,405",$526,"$52,484","$48,269","$85,002","$77,231","$69,746","$14,054","$2,009"
2010,New Mexico,"$3,347,033","$232,645","$428,839","$123,102","$74,959","$115,356","$568,478","$115,811","$144,566","$17,733","$773,235","$119,340","$196,232","$3,700",$0,"$41,475","$86,496","$137,586","$118,962","$35,042","$5,275","$8,201"
2010,New York,"$14,764,116","$2,268,545","$830,613","$484,472","$487,116","$917,423","$1,876,918",$0,"$152,080","$374,736","$4,350,507","$757,504","$1,126,928","$272,996","$2,429","$44,595","$43,382","$150,595","$538,643","$77,393",$389,"$6,852"
2010,North Carolina,"$9,782,673","$1,255,177","$782,588","$98,627","$201,934","$1,297,928",$0,"$14,411","$139,302","$24,999","$3,375,984","$194,949","$931,858","$307,162","$22,822","$188,589","$186,651","$169,615","$183,920","$330,002","$57,210","$18,946"
2010,North Dakota,"$1,051,045","$248,473","$166,987","$22,076","$26,572","$99,267",$0,$0,"$66,319","$6,166","$267,744",$185,"$48,057",$0,"$2,739","$24,414","$10,113",$619,"$37,322","$23,104",$34,$853
2010,Ohio,"$12,230,504","$3,043,747","$785,660","$143,143","$403,707","$930,665","$2,253,927","$13,604","$409,027","$76,464","$1,890,692","$149,308","$840,304","$40,148",$685,"$213,439","$560,045","$115,397","$234,090","$73,250","$51,705","$1,497"
2010,Oklahoma,"$4,357,939","$699,279","$261,371","$146,762","$169,627","$406,543","$62,229","$278,877","$157,318","$14,274","$1,002,996","$265,531","$304,233","$86,979",$352,"$56,597","$43,427","$80,553","$53,686","$222,420","$2,804","$42,080"
2010,Oregon,"$5,518,943","$934,531","$678,341","$86,713","$114,007","$408,274","$1,274,466",$0,"$206,158","$9,100","$666,799","$203,681","$320,966","$40,243","$3,074","$155,574","$117,139","$106,121","$42,402","$125,712","$11,207","$14,436"
2010,Pennsylvania,"$3,153,708","$1,049,482","$74,380","$131,754","$17,512","$352,368",$0,$0,"$83,980","$15,652","$710,038","$118,997","$377,177","$17,117","$1,769","$17,862","$26,660","$70,418","$61,131","$23,909",$0,"$3,503"
2010,Rhode Island,"$700,705","$252,267","$72,260","$25,975","$4,862","$97,192",$0,"$22,275","$7,250",$0,"$137,159",$0,"$41,397",$0,$0,"$7,195",$741,$0,"$29,721","$2,412",$0,$0
2010,South Carolina,"$3,955,615","$1,101,078","$398,682","$264,992","$66,233","$350,639",$0,$0,"$245,518","$13,539","$604,283","$61,615","$366,169","$7,908",$11,"$167,291","$59,717","$69,267","$60,486","$86,184","$28,215","$3,786"
2010,South Dakota,"$802,946","$179,463","$136,307","$19,834","$17,117","$53,919",$0,$0,"$56,051","$12,398","$163,817",$0,"$54,153","$7,853",$0,"$4,084","$4,819","$9,685","$30,709","$44,957","$3,403","$4,379"
2010,Tennessee,"$4,353,211","$822,820","$360,332","$101,173","$112,390","$277,466",$0,"$68,098","$179,840","$14,940","$1,136,605","$5,184","$587,659","$229,755",$321,"$65,706","$126,305","$25,626","$177,982","$37,951","$20,228","$2,830"
2010,Texas,"$29,111,456","$3,950,738","$2,213,193","$541,730","$1,272,213","$1,116,490","$1,587,643","$1,203","$1,518,815","$42,172","$5,445,770","$1,384,512","$2,004,065","$10,705",$175,"$425,821","$3,225,205","$356,694","$240,552","$297,377","$255,858","$3,220,525"
2010,Utah,"$4,421,967","$561,116","$376,628","$29,481","$99,932","$184,505","$1,092,663","$456,538","$264,460",$0,"$682,832",$0,"$245,708","$53,093",$703,"$99,397","$95,284","$19,168","$60,569","$78,418","$20,344","$1,127"
2010,Vermont,"$786,929","$320,347","$128,881","$6,564","$26,419","$99,276",$0,$0,"$22,804",$0,"$76,581",$0,"$26,152",$0,$0,"$28,506","$35,681","$-5,164","$6,621","$7,985","$6,275",$0
2010,Virginia,"$8,496,970","$1,908,630","$794,014","$51,688","$147,592","$1,044,057","$1,031,626",$0,"$136,998","$11,544","$1,436,790","$2,761","$360,982","$21,098",$82,"$278,015","$501,372","$71,467","$424,453","$218,106","$26,250","$29,445"
2010,Washington,"$7,727,967","$1,309,133","$1,177,448","$278,834","$327,457","$505,156","$1,029,057",$0,"$315,501","$8,685","$1,370,489",$0,"$360,884","$81,532","$20,745","$91,348","$382,711","$73,396","$322,140","$23,910","$44,761","$4,778"
2010,West Virginia,"$1,715,168","$470,644","$154,098","$112,195","$69,827","$98,126",$0,$0,"$155,896","$2,204","$395,502",$676,"$138,610","$4,064",$0,"$22,349","$10,092","$20,585","$1,860","$44,842",$273,"$13,327"
2010,Wisconsin,"$6,159,391","$1,192,301","$677,335","$99,693","$326,975","$477,898",$0,$0,"$569,857","$13,208","$1,099,243","$739,123","$292,304","$3,756",$0,"$236,717","$43,783","$42,664","$156,245","$109,767","$1,232","$77,292"
2010,Wyoming,"$719,082","$72,563","$62,284","$38,276","$13,317","$53,550",$0,$0,"$31,366",$0,"$300,301","$49,716","$28,326","$4,256",$0,"$24,299","$21,131","$-1,582","$8,563",$564,"$12,152",$0
2009,Total,"$261,413,262","$49,596,089","$25,017,995","$7,201,800","$9,623,540","$20,708,975","$25,363,271","$1,014,727","$13,567,595","$2,002,638","$65,065,740","$10,054,137","$12,877,537","$2,740,801","$267,777","$5,311,676","$-8,211,398","$3,022,474","$7,049,628","$2,938,605","$851,289","$5,348,367"
2009,Alabama,"$6,149,916","$1,098,661","$710,671","$117,300","$162,377","$301,897","$1,100,468","$62,554","$521,108","$3,925","$1,422,961","$13,011","$305,450",$102,$407,"$121,200","$73,991","$15,677","$29,667","$57,161","$28,529","$2,797"
2009,Alaska,"$784,905","$99,608","$130,142","$22,448","$51,255","$40,478",$0,$0,"$20,983",$0,"$325,652","$8,005","$11,475",$590,$0,$507,"$-42,548","$41,685","$18,354","$45,263",$0,"$11,007"
2009,Arizona,"$4,788,988","$1,102,680","$444,750","$32,475","$122,546","$343,307",$0,$0,"$111,803","$35,437","$1,062,586","$703,872","$368,975","$68,752","$34,033","$151,467","$-19,840","$161,514","$35,302","$15,355","$4,014","$9,960"
2009,Arkansas,"$3,211,234","$396,176","$210,117","$79,119","$83,573","$222,671","$781,472",$0,"$203,705",$776,"$749,241","$27,823","$190,514","$30,312","$2,217","$72,349","$-26,152","$10,986","$73,835","$46,928",$40,"$55,531"
2009,California,"$38,165,127","$4,257,231","$3,469,370","$1,175,990","$1,392,680","$1,855,951","$5,496,077",$0,"$2,932,665","$10,476","$8,551,418","$2,473,240","$1,694,947","$442,568","$42,848","$742,568","$805,464","$561,741","$979,409","$266,439","$10,846","$1,003,200"
2009,Colorado,"$5,352,512","$1,349,880","$809,964","$397,984","$174,736","$469,540","$455,591",$0,"$316,498","$590,403","$44,053","$74,578","$187,014","$5,167",$0,"$134,246","$35,527","$138,635","$114,302","$20,352",$63,"$33,979"
2009,Connecticut,"$3,029,372","$514,773","$269,868","$62,457","$41,888","$231,166","$256,161","$192,529","$101,453",$0,"$989,310",$0,"$66,884","$2,269",$0,"$24,825","$13,846","$89,956","$158,889","$3,814",$96,"$9,187"
2009,Delaware,"$244,351","$56,695","$21,412","$16,181",$107,"$11,458",$0,$0,"$5,346",$0,"$96,463",$0,"$14,737",$0,"$6,303",$113,$130,$47,"$10,000",$0,$0,"$5,358"
2009,District of Columbia,"$142,077","$22,001","$19,226","$9,156",$917,"$1,397",$0,"$3,918",N/A,$0,"$7,671","$62,070","$5,092",$0,$0,"$2,436",$959,$870,"$5,388",$0,$975,$0
2009,Florida,"$10,474,985","$1,614,501","$959,262","$245,402","$799,037","$692,311",$49,$1,"$178,461",$488,"$3,519,895","$15,359","$779,183","$320,079","$3,960","$41,772","$42,259","$106,062","$946,865","$200,380",$820,"$8,840"
2009,Georgia,"$6,408,838","$1,209,012","$572,681","$75,176","$406,460","$655,896","$208,141","$12,676","$140,652","$7,277","$2,139,000",$0,"$458,283","$9,143","$21,306","$101,341","$19,489","$-17,869","$1,550","$364,225",$0,"$24,397"
2009,Hawaii,"$1,645,417","$196,793","$301,377","$30,466","$37,956","$83,964",$0,"$17,480",N/A,$0,"$585,499",$0,"$27,079","$165,128",$0,"$2,654","$9,553",$534,"$142,451","$12,399",$0,"$32,085"
2009,Idaho,"$1,020,216","$219,005","$104,454","$27,101","$19,129","$97,245",$0,$0,N/A,"$4,563","$376,123","$12,188","$76,008",$0,$0,"$45,649","$8,441","$-10,242","$17,142","$15,650","$7,761",$0
2009,Illinois,"$9,591,142","$1,939,867","$714,904","$190,710","$184,191","$860,984","$481,943","$15,012","$730,595","$22,619","$1,750,666","$922,697","$480,608","$210,885","$13,286","$159,388","$33,985","$805,938","$45,624","$21,716","$1,931","$3,594"
2009,Indiana,"$5,576,037","$1,784,009","$523,509","$74,467","$218,996","$677,244",$0,$0,"$329,902","$14,464","$1,463,735","$9,486","$259,476","$59,337",$163,"$189,546","$-155,748","$43,400","$22,789","$41,952","$18,138","$1,171"
2009,Iowa,"$4,359,349","$668,856","$539,306","$80,982","$91,980","$409,841","$952,263","$32,040","$285,255",$0,"$893,101","$90,427","$115,992","$4,836",$0,"$106,671","$-53,118",$738,"$64,096","$50,787",$404,"$24,895"
2009,Kansas,"$2,900,874","$651,112","$294,800","$51,869","$98,035","$293,166",$0,$0,"$200,149","$15,386","$775,471","$230,758","$123,859","$8,475","$25,063","$65,030","$-6,692","$-17,094","$47,738","$39,388","$2,018","$2,342"
2009,Kentucky,"$4,629,300","$786,308","$416,771","$176,438","$48,409","$256,892","$1,076,638","$13,366","$154,694",$0,"$1,028,163","$14,494","$220,388","$129,296","$5,158","$70,125","$-153,665","$19,370","$179,852","$113,956","$10,462","$62,183"
2009,Louisiana,"$4,178,534","$581,839","$325,160","$300,472","$177,177","$309,945","$460,550",$0,"$99,110","$12,403","$1,447,049",$0,"$210,169",$0,$0,"$39,840","$9,605","$50,039","$104,390","$22,467","$12,754","$15,566"
2009,Maine,"$827,818","$210,898","$61,581","$40,975","$21,528","$98,600",$0,$0,"$52,361",$696,"$250,552",$0,"$43,917","$6,875",$0,"$17,843","$-20,523","$5,716","$18,115","$16,182",$510,"$1,992"
2009,Maryland,"$6,015,107","$1,319,832","$680,518","$179,662","$196,603","$567,355",$0,"$1,267","$298,799","$403,846","$1,382,428","$331,231","$206,483","$11,837","$4,826","$73,095","$-8,670","$16,900","$323,594","$16,832",$378,"$8,290"
2009,Massachusetts,"$3,895,630","$930,324","$338,425","$132,840","$121,801","$343,008",$0,"$96,126","$558,628","$5,574","$1,080,343","$6,827","$146,390","$9,889",$635,"$30,754",$-978,$147,"$65,597","$18,346",$0,"$10,956"
2009,Michigan,"$9,671,366","$3,026,921","$1,250,984","$101,031","$372,133","$976,921","$2,220,551","$5,384","$432,067","$11,020","$1,827,094","$605,773","$456,425","$4,725",$0,"$263,904","$-2,109,643","$22,702","$54,393","$63,062","$85,888",$31
2009,Minnesota,"$4,473,365","$1,176,967","$444,611","$124,695","$217,909","$412,219",$0,$0,"$235,467","$22,409","$1,367,277",$0,"$200,868","$79,990","$41,922","$149,621","$-263,317",$10,"$172,646","$49,504","$9,210","$31,353"
2009,Mississippi,"$3,642,542","$435,291","$419,302","$110,999","$62,832","$221,392","$594,933",$266,"$120,823","$21,200","$984,810","$55,670","$267,570","$33,006",$0,"$71,173",$713,"$36,970","$108,339","$76,436","$4,857","$15,961"
2009,Missouri,"$4,144,588","$886,713","$244,011","$106,701","$84,784","$632,488","$576,555",$0,"$171,356","$15,117","$977,254","$147,565","$228,574","$8,066","$1,739","$74,576","$-159,125","$12,101","$86,968","$25,723","$21,706","$1,715"
2009,Montana,"$971,082","$234,865","$172,815","$19,049","$21,753","$79,893",$0,$0,"$90,401","$2,810","$196,192","$8,017","$48,637","$8,601",$99,"$26,475","$4,363","$3,920","$25,810","$26,804",$571,$7
2009,Nebraska,"$2,031,530","$318,803","$193,757","$29,880","$113,838","$244,716","$28,115",$0,"$111,985",$82,"$633,652","$100,596","$76,251","$2,470",$770,"$82,689","$21,492","$23,479","$20,006","$24,220",$995,"$3,734"
2009,Nevada,"$1,238,061","$284,888","$153,263","$35,102","$26,626","$93,179",$0,$0,N/A,$0,"$608,602",$0,"$49,609","$2,494",$0,"$34,041","$-76,748","$10,460","$2,700","$10,176","$3,668",$0
2009,New Hampshire,"$796,892","$300,228","$77,140","$13,326","$35,895","$180,704",$0,$0,"$21,038",$0,"$131,584",$0,"$20,191",$0,$0,"$6,400","$-73,153","$23,946","$28,042","$7,811","$16,525","$7,214"
2009,New Jersey,"$6,539,367","$1,685,164","$445,479","$310,531","$189,668","$483,146","$863,175","$6,548","$210,307",$484,"$1,528,182","$220,130","$278,984","$94,274",$0,"$58,690","$33,573","$20,983","$52,384","$45,320","$12,048",$298
2009,New Mexico,"$3,064,303","$208,370","$413,227","$130,177","$86,062","$122,913","$574,495","$111,026","$131,742","$16,651","$824,101","$113,956","$126,931","$3,551",$0,"$37,599","$-112,858","$159,336","$74,901","$35,142","$1,487","$5,493"
2009,New York,"$14,220,348","$2,082,880","$714,606","$470,762","$504,424","$852,865","$1,723,164",$0,"$154,819","$621,153","$4,414,785","$730,623","$769,010","$249,802","$2,077","$51,874","$94,599","$165,135","$560,245","$49,713","$3,003","$4,809"
2009,North Carolina,"$8,450,236","$1,224,980","$694,656","$110,966","$201,748","$1,274,087",$0,"$13,041","$120,875","$29,944","$3,301,440","$196,114","$603,324","$195,347","$26,900","$232,829","$-378,239","$105,087","$200,135","$206,923","$72,867","$17,210"
2009,North Dakota,"$934,159","$240,179","$146,082","$19,551","$28,136","$94,956",$0,$0,"$59,736","$5,043","$243,119","$2,131","$30,736",$100,$105,"$23,284","$6,086",$663,"$17,063","$13,596",$53,"$3,540"
2009,Ohio,"$10,138,373","$2,829,859","$685,749","$223,234","$402,161","$903,915","$2,111,808","$76,607","$310,564",$454,"$2,161,401","$161,418","$468,065","$90,649","$1,244","$206,378","$-874,517","$8,323","$230,364","$74,389","$64,712","$1,596"
2009,Oklahoma,"$4,051,992","$699,825","$245,945","$170,078","$162,092","$371,215","$53,301","$267,656","$137,061","$5,970","$1,039,076","$267,181","$224,139","$59,479",$513,"$76,220","$10,481","$76,202","$58,169","$91,518","$5,897","$29,974"
2009,Oregon,"$4,707,674","$793,142","$635,914","$80,488","$227,946","$370,051","$1,063,070",$0,"$187,932","$8,610","$565,110","$180,757","$182,252","$30,190","$5,359","$212,166","$-73,826","$77,173","$45,915","$85,423","$5,951","$24,052"
2009,Pennsylvania,"$2,919,192","$990,874","$72,935","$125,990","$15,107","$332,426",$0,$0,"$87,995","$5,818","$766,974","$116,556","$236,838","$17,357","$2,990","$17,123","$29,656","$5,692","$71,144","$19,579",$0,"$4,138"
2009,Rhode Island,"$701,969","$239,369","$67,064","$20,551","$5,080","$95,547",$0,"$19,493","$7,550",$0,"$147,023",$0,"$27,398",$0,$0,"$9,281","$1,887",$0,"$59,341","$2,387",$0,$0
2009,South Carolina,"$3,577,475","$1,010,951","$372,419","$266,356","$72,183","$336,812",$0,$0,"$250,366","$12,317","$664,787","$59,937","$209,616","$8,476",$517,"$175,836","$15,676","$6,754","$36,997","$45,215","$30,783","$1,476"
2009,South Dakota,"$719,986","$170,002","$102,915","$21,313","$18,358","$52,849",$0,$0,"$68,143","$12,835","$167,323",$0,"$37,176","$7,505",$0,"$2,713","$5,695","$8,811","$20,734","$22,417",$287,$911
2009,Tennessee,"$3,820,219","$761,195","$314,273","$101,713","$190,102","$258,302",$0,$0,"$175,533","$13,967","$1,216,601","$4,971","$321,171","$204,229",$0,"$53,488","$-90,989","$11,048","$223,736","$46,231","$9,858","$4,789"
2009,Texas,"$20,858,143","$3,670,087","$2,090,895","$492,719","$1,185,501","$1,056,734","$1,238,013","$67,728","$1,513,200","$43,310","$5,427,478","$1,327,613","$1,139,088","$4,498","$1,439","$497,067","$-3,320,133","$183,693","$242,256","$84,469","$219,248","$3,693,239"
2009,Utah,"$4,068,353","$491,846","$325,010","$27,998","$100,773","$178,488","$1,067,747",$0,"$638,572",$0,"$745,303",$0,"$142,757","$46,874",$715,"$85,010","$-55,526","$3,306","$177,255","$67,070","$24,963",$192
2009,Vermont,"$598,974","$300,843","$122,228","$4,960","$28,364","$97,136",$0,$0,N/A,$0,"$68,624",$0,"$16,485",$0,$0,"$22,023","$-70,975",$470,"$2,532","$1,053","$5,230",$0
2009,Virginia,"$6,685,118","$1,763,709","$757,865","$53,021","$140,040","$981,866","$990,621",$0,"$150,734",$13,"$1,658,873","$2,361","$209,217","$14,960",$93,"$284,869","$-845,101","$13,855","$261,758","$161,675","$49,581","$35,108"
2009,Washington,"$6,756,443","$1,145,491","$1,036,680","$283,243","$324,737","$476,906","$988,370",$0,"$325,914","$8,611","$1,577,334",$0,"$222,209","$77,516","$21,039","$66,447","$-429,633","$7,888","$497,329","$38,188","$87,759",$413
2009,West Virginia,"$1,604,629","$449,270","$136,061","$107,075","$73,448","$190,907",$0,$9,"$48,570",$749,"$424,123","$2,340","$87,910","$3,425",$49,"$22,783","$-3,390","$11,768","$2,377","$43,177",$0,"$3,976"
2009,Wisconsin,"$5,893,329","$1,097,111","$710,233","$90,170","$270,334","$460,355",$0,$0,"$529,482","$15,739","$1,138,454","$716,434","$185,601","$4,042",$0,"$253,990","$-37,512",$413,"$202,350","$126,849",$742,"$128,541"
2009,Wyoming,"$741,826","$66,203","$53,606","$30,448","$10,125","$51,668",$0,$0,"$33,197",$0,"$317,785","$37,929","$17,580","$3,634",$0,"$19,709","$-26,252","$-2,465","$108,790","$4,940","$13,662","$1,266"
2008,Total,"$266,242,986","$46,029,287","$24,466,523","$7,648,141","$8,771,531","$19,907,847","$23,250,422","$1,149,136","$13,422,639","$1,843,012","$67,997,657","$9,645,519","$10,133,403","$1,945,742","$182,601","$5,416,032","$5,277,575","$2,254,264","$7,668,957","$3,110,530","$1,151,301","$4,970,868"
2008,Alabama,"$6,089,467","$985,421","$724,348","$150,450","$154,149","$271,387","$1,065,623","$64,039","$533,283","$3,911","$1,777,102",$0,"$233,612",$378,"$1,049","$120,780","$-206,971","$43,105","$7,626","$120,225","$34,588","$5,364"
2008,Alaska,"$785,801","$93,447","$131,799","$20,197","$50,214","$40,955",$0,$0,N/A,$0,"$333,255","$6,955","$10,172",$969,$0,$606,$-167,"$5,559","$47,743","$44,099",$0,$0
2008,Arizona,"$4,658,453","$972,592","$442,833","$29,033","$109,853","$344,785",$0,$0,"$119,782","$11,452","$1,230,384","$652,456","$285,478","$81,473","$21,972","$140,136","$55,748","$42,568","$56,633","$41,872","$3,927","$15,475"
2008,Arkansas,"$3,141,559","$353,359","$199,483","$86,621","$78,924","$209,971","$765,358",$0,"$202,378",$35,"$757,164","$27,250","$164,837","$23,404","$2,844","$80,596","$27,164","$10,977","$83,523","$38,867",$422,"$28,382"
2008,California,"$38,847,204","$3,925,824","$3,236,698","$1,343,027","$1,279,947","$1,796,613","$4,917,236",$0,"$3,391,761","$7,376","$9,845,973","$2,416,101","$1,301,973","$279,275","$15,666","$815,451","$933,604","$390,244","$1,337,447","$371,688","$35,117","$1,206,182"
2008,Colorado,"$4,964,169","$1,307,768","$787,386","$411,738","$152,878","$439,314","$402,846",$0,"$297,605","$528,067","$36,735","$73,686","$116,493",$555,$64,"$133,139","$48,419","$37,062","$114,697","$41,241","$1,386","$33,090"
2008,Connecticut,"$2,829,202","$476,082","$254,033","$50,640","$44,717","$210,239","$237,503",$0,"$326,700",$0,"$975,581",$0,"$54,921","$27,132",$0,"$30,210","$27,054","$44,700","$59,041","$6,803",$232,"$3,614"
2008,Delaware,"$245,049","$54,315","$18,386","$15,783",$21,"$11,463",$0,$0,"$5,891",$0,"$107,573",$0,"$12,749",$0,"$5,054",$160,"$1,101",$24,"$7,005",$0,$0,"$5,524"
